Sex_female,Sex_male,Embarked,Deck,Title,Age,Fare,FamilySize,TicketGroupSize,Age,missingindicator_Age,Survived
0.0,1.0,2.0,7.0,2.0,-0.9068714050991022,0.02686728319165506,0.4,0.5,16.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.7058199978953951,-0.4745367224521174,0.0,0.0,19.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.43775145495711887,-0.4541356936109508,0.0,0.0,23.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.3707343192225498,-0.4957333665551126,0.0,0.0,24.0,0.0,0
0.0,1.0,0.0,3.0,2.0,1.907848295752798,1.5358587293040054,0.20000000000000004,0.33333333333333337,58.0,0.0,0
1.0,0.0,0.0,7.0,1.0,-1.6440598981793617,-0.262245150185361,0.30000000000000004,0.5,5.0,0.0,1
1.0,0.0,2.0,1.0,3.0,1.5057454813453837,1.1576545994323737,0.20000000000000004,0.16666666666666666,52.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.7015398525305551,-0.09696946729728624,0.5000000000000001,0.8333333333333334,40.0,0.0,0
0.0,1.0,2.0,1.0,0.0,-1.2419570837719474,1.6644768215106662,0.30000000000000004,0.5,11.0,0.0,1
0.0,1.0,1.0,7.0,2.0,2.3769682458947816,-0.4823456097454973,0.0,0.0,65.0,0.0,0
1.0,0.0,2.0,4.0,1.0,-0.7728371336299641,0.8927682682707002,0.20000000000000004,0.33333333333333337,18.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.1654027666540026,-0.4297508508505802,0.0,0.0,32.0,0.0,0
1.0,0.0,0.0,1.0,3.0,1.3717112098762456,4.1033589051786485,0.1,0.16666666666666666,50.0,0.0,1
1.0,0.0,2.0,7.0,1.0,0.3664541738577098,-0.22893449870635105,0.0,0.0,35.0,0.0,1
1.0,0.0,1.0,7.0,1.0,-0.7058199978953951,-0.4798746123457797,0.0,0.0,19.0,0.0,1
0.0,1.0,2.0,7.0,2.0,-0.5717857264262569,-0.48186747557372533,0.0,0.0,21.0,0.0,0
1.0,0.0,2.0,7.0,1.0,-1.1079228123028093,-0.2576225490126695,0.1,0.16666666666666666,13.0,0.0,1
1.0,0.0,2.0,7.0,3.0,-0.10266577628427359,-0.13330766435195623,0.1,0.0,28.0,0.0,1
0.0,1.0,2.0,7.0,2.0,,-0.13474206686727216,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,1.0,7.0,2.0,,-0.4823456097454973,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,4.0,3.0,1.840831160018229,-0.4297508508505802,0.0,0.16666666666666666,57.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.5717857264262569,0.7751472620147944,0.0,0.6666666666666666,21.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.03564864054970454,-0.47995493888663743,0.0,0.0,29.0,0.0,0
0.0,1.0,0.0,7.0,2.0,-0.8398542693645331,-0.4923061008118511,0.20000000000000004,0.0,17.0,0.0,0
1.0,0.0,0.0,3.0,3.0,1.5057454813453837,0.8663121482782132,0.1,0.16666666666666666,52.0,0.0,1
1.0,0.0,2.0,7.0,3.0,-0.2367000477534117,-0.13330766435195623,0.20000000000000004,0.0,26.0,0.0,0
1.0,0.0,0.0,1.0,1.0,-0.7728371336299641,4.387450929752059,0.4,0.16666666666666666,18.0,0.0,1
0.0,1.0,0.0,2.0,2.0,-0.2367000477534117,-0.0568061968684404,0.0,0.0,26.0,0.0,1
1.0,0.0,0.0,4.0,1.0,0.6345227167959859,0.9598657928638047,0.20000000000000004,0.0,39.0,0.0,1
0.0,1.0,2.0,7.0,2.0,-0.43775145495711887,-0.4803527465175517,0.0,0.0,23.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.4334713095922788,-0.3331677481526414,0.1,0.0,36.0,0.0,0
1.0,0.0,1.0,7.0,1.0,0.06487706305214903,-0.4823456097454973,0.0,0.0,30.5,0.0,0
1.0,0.0,0.0,1.0,1.0,-0.5047685906916879,0.31613845711369937,0.20000000000000004,0.0,22.0,0.0,1
1.0,0.0,2.0,7.0,1.0,0.5675055810614169,-0.38193743367338273,0.0,0.0,38.0,0.0,0
1.0,0.0,2.0,7.0,3.0,0.7685569882651241,-0.24399572511716827,0.20000000000000004,0.16666666666666666,41.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.9068714050991022,0.12847079469319955,0.5000000000000001,0.8333333333333334,16.0,0.0,0
1.0,0.0,2.0,5.0,3.0,-0.03564864054970454,-0.4297508508505802,0.0,0.0,29.0,0.0,1
1.0,0.0,0.0,4.0,3.0,0.7015398525305551,1.9417946411384113,0.20000000000000004,0.16666666666666666,40.0,0.0,1
0.0,1.0,1.0,7.0,2.0,,-0.4825846768313833,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,0.0,0.0,2.0,1.7738140242836598,-0.043498766599682846,0.0,0.0,56.0,0.0,0
0.0,1.0,0.0,7.0,2.0,2.7790710603021958,0.316218783654557,0.0,0.0,71.0,0.0,0
1.0,0.0,0.0,3.0,1.0,0.09838563091943356,1.5358587293040054,0.1,0.33333333333333337,31.0,0.0,1
1.0,0.0,0.0,4.0,1.0,0.031368495184864516,0.45822463267083335,0.0,0.16666666666666666,30.0,0.0,1
0.0,1.0,2.0,7.0,4.0,0.5675055810614169,-0.6305672029948093,0.0,0.0,38.0,0.0,0
0.0,1.0,2.0,7.0,2.0,,-0.49190829318093676,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,0.0,-1.3759913552410856,-0.2380190479700186,0.20000000000000004,0.33333333333333337,9.0,0.0,1
1.0,0.0,2.0,7.0,1.0,-1.3759913552410856,-0.03242135410806975,0.6000000000000001,0.9999999999999999,9.0,0.0,0
0.0,1.0,2.0,3.0,2.0,2.108899702956505,-0.012420045434504534,0.0,0.0,61.0,0.0,0
0.0,1.0,1.0,7.0,2.0,,-0.48274341737641163,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,,-0.47955713125572313,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,-0.10266577628427359,-0.4803527465175517,0.0,0.0,28.0,0.0,0
0.0,1.0,2.0,2.0,2.0,1.2376769384071074,0.36395187429089676,0.1,0.16666666666666666,48.0,0.0,1
0.0,1.0,2.0,7.0,2.0,1.0366255312034003,-0.4766079996842336,0.0,0.0,45.0,0.0,1
1.0,0.0,2.0,3.0,3.0,0.4334713095922788,-0.38193743367338273,0.0,0.0,36.0,0.0,1
0.0,1.0,2.0,7.0,2.0,-0.16968291201884264,-0.47955713125572313,0.0,0.0,27.0,0.0,0
0.0,1.0,2.0,7.0,2.0,2.3099511101602124,-0.13330766435195623,0.0,0.0,64.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.3664541738577098,-0.4942989640397967,0.0,0.0,35.0,0.0,0
1.0,0.0,0.0,1.0,3.0,-0.7058199978953951,1.1113559113113498,0.1,0.16666666666666666,19.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.5675055810614169,-0.4957333665551126,0.0,0.0,38.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.06487706305214903,-0.4766079996842336,0.0,0.0,30.5,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.30371718348798077,-0.48186747557372533,0.1,0.0,25.0,0.0,0
1.0,0.0,2.0,7.0,3.0,0.7015398525305551,0.11532210496947026,0.20000000000000004,0.16666666666666666,40.0,0.0,1
0.0,1.0,2.0,4.0,2.0,1.1706598026725383,0.10575942153403078,0.0,0.0,47.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.031368495184864516,-0.44887621772145914,0.0,0.0,30.0,0.0,1
0.0,1.0,0.0,0.0,2.0,0.7015398525305551,-0.037680829997561435,0.0,0.0,40.0,0.0,1
1.0,0.0,2.0,2.0,3.0,,0.36395187429089676,0.1,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,-0.6052942942935414,-0.49190829318093676,0.0,0.0,20.5,0.0,0
1.0,0.0,0.0,2.0,3.0,,1.073583311741364,0.1,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,2.0,4.0,2.0,0.4334713095922788,-0.12780912137657852,0.0,0.0,36.0,0.0,1
0.0,1.0,2.0,2.0,2.0,,3.6110413613352303,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,-0.638802862160826,-0.4422626658575092,0.0,0.16666666666666666,20.0,0.0,0
0.0,1.0,0.0,0.0,2.0,2.7790710603021958,0.03220708562200452,0.0,0.0,71.0,0.0,0
0.0,1.0,0.0,3.0,2.0,0.4334713095922788,-0.38432810453224264,0.0,0.0,36.0,0.0,0
1.0,0.0,2.0,7.0,3.0,-0.5047685906916879,-0.07593156373931936,0.20000000000000004,0.16666666666666666,22.0,0.0,1
1.0,0.0,2.0,7.0,3.0,1.2376769384071074,0.02686728319165506,0.4,0.5,48.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.43775145495711887,-0.4106254839797012,0.30000000000000004,0.0,23.0,0.0,0
1.0,0.0,0.0,3.0,1.0,0.1654027666540026,0.8285395487082273,0.0,0.0,32.0,0.0,1
1.0,0.0,2.0,3.0,1.0,2.2429339744256436,0.860413885135234,0.1,0.33333333333333337,63.0,0.0,1
0.0,1.0,2.0,7.0,0.0,-1.923521354192515,-0.07593156373931936,0.20000000000000004,0.16666666666666666,0.83,0.0,1
0.0,1.0,2.0,7.0,2.0,-0.30371718348798077,-0.49190829318093676,0.0,0.0,25.0,0.0,0
0.0,1.0,0.0,7.0,2.0,0.3664541738577098,-0.1227887125729728,0.0,0.0,35.0,0.0,1
1.0,0.0,2.0,3.0,4.0,1.3046940741416766,-0.13466174032641445,0.0,0.0,49.0,0.0,1
0.0,1.0,0.0,1.0,2.0,-0.3707343192225498,0.8841618531788046,0.0,0.16666666666666666,24.0,0.0,0
1.0,0.0,0.0,7.0,3.0,,-0.35404691116557996,0.1,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,-0.5717857264262569,-0.4766079996842336,0.0,0.0,21.0,0.0,0
1.0,0.0,1.0,7.0,1.0,,-0.4798746123457797,0.0,0.0,29.531933216168714,1.0,1
0.0,1.0,0.0,7.0,0.0,,-0.3389856847547628,0.20000000000000004,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,,-0.6305672029948093,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,7.0,1.0,-1.6440598981793617,-0.39197825128059416,0.0,0.16666666666666666,5.0,0.0,1
0.0,1.0,0.0,0.0,4.0,1.3046940741416766,0.45822463267083335,0.1,0.16666666666666666,49.0,0.0,1
1.0,0.0,0.0,7.0,3.0,-0.9738885408336713,-0.35412532516975054,0.1,0.16666666666666666,15.0,0.0,1
1.0,0.0,0.0,7.0,1.0,,1.4901165893589239,0.0,0.5,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,-0.03564864054970454,-0.48186747557372533,0.0,0.0,29.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.8355741239996931,-0.4861706831196731,0.0,0.0,42.0,0.0,0
1.0,0.0,2.0,7.0,3.0,-0.7728371336299641,-0.2901356726931637,0.1,0.16666666666666666,18.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.5717857264262569,-0.4692772465626257,0.0,0.0,21.0,0.0,0
1.0,0.0,2.0,7.0,3.0,0.9696083954688313,-0.13330766435195623,0.1,0.16666666666666666,44.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.10266577628427359,-0.38193743367338273,0.0,0.0,28.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.5004884453268479,-0.13330766435195623,0.1,0.0,37.0,0.0,0
1.0,0.0,1.0,7.0,3.0,0.6345227167959859,-0.0735408928804595,0.5000000000000001,0.6666666666666666,39.0,0.0,0
1.0,0.0,2.0,7.0,3.0,0.2994370381231407,-0.008992779691242994,0.20000000000000004,0.0,34.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.031368495184864516,-0.38193743367338273,0.0,0.0,30.0,0.0,0
0.0,1.0,2.0,7.0,2.0,2.4439853816293504,-0.4297508508505802,0.0,0.0,66.0,0.0,0
1.0,0.0,0.0,1.0,3.0,,2.171696851219873,0.1,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,0.9025912597342621,-0.4766079996842336,0.0,0.0,43.0,0.0,0
0.0,1.0,0.0,7.0,2.0,,-0.46393744413227633,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,-0.3707343192225498,-0.48720727800407476,0.0,0.0,24.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.7728371336299641,-0.48146966794281104,0.0,0.0,18.0,0.0,0
1.0,0.0,1.0,7.0,1.0,,-0.16868959306308234,0.1,0.33333333333333337,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,,-0.4766079996842336,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,,-0.4957333665551126,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,,0.44993569866899447,0.0,0.9999999999999999,29.531933216168714,1.0,1
1.0,0.0,1.0,7.0,1.0,,-0.48162840848783933,0.0,0.0,29.531933216168714,1.0,1
1.0,0.0,2.0,7.0,3.0,0.4334713095922788,-0.13330766435195623,0.1,0.0,36.0,0.0,1
1.0,0.0,1.0,7.0,3.0,0.1654027666540026,-0.33412401649618534,0.20000000000000004,0.16666666666666666,32.0,0.0,0
0.0,1.0,0.0,7.0,2.0,-0.4042428870898343,-0.4923061008118511,0.0,0.0,23.5,0.0,0
0.0,1.0,2.0,7.0,2.0,,-0.1227887125729728,0.0,0.0,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,0.6345227167959859,-0.38193743367338273,0.0,0.0,39.0,0.0,0
1.0,0.0,0.0,7.0,3.0,,0.9409794930788118,0.1,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,1.0,7.0,2.0,,-0.4687991123908537,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,0.0,1.0,2.0,2.3769682458947816,0.554807735368772,0.1,0.0,65.0,0.0,0
0.0,1.0,2.0,7.0,4.0,-0.43775145495711887,-0.4297508508505802,0.0,0.0,23.0,0.0,0
1.0,0.0,2.0,3.0,3.0,,0.36132213634615085,0.1,0.0,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,-0.5047685906916879,-0.47955713125572313,0.0,0.0,22.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.3664541738577098,-0.4957333665551126,0.0,0.0,35.0,0.0,0
0.0,1.0,0.0,3.0,2.0,-0.43775145495711887,0.5811835288204013,0.1,0.0,23.0,0.0,1
1.0,0.0,2.0,7.0,1.0,-0.7728371336299641,-0.38193743367338273,0.20000000000000004,0.0,18.0,0.0,1
0.0,1.0,2.0,4.0,2.0,0.4334713095922788,-0.12589658468949066,0.0,0.0,36.0,0.0,1
1.0,0.0,0.0,7.0,1.0,-1.3759913552410856,-0.3389856847547628,0.20000000000000004,0.16666666666666666,9.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.8398542693645331,-0.4942989640397967,0.0,0.0,17.0,0.0,0
0.0,1.0,0.0,7.0,2.0,,-0.4923864273527087,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,7.0,3.0,0.5675055810614169,-0.030269750335095852,0.6000000000000001,0.5,38.0,0.0,1
1.0,0.0,2.0,7.0,1.0,-0.8398542693645331,-0.4297508508505802,0.0,0.0,17.0,0.0,1
1.0,0.0,2.0,6.0,1.0,-1.7110770339139307,-0.3111735762511306,0.20000000000000004,0.16666666666666666,4.0,0.0,1
0.0,1.0,2.0,2.0,2.0,1.070134099070685,-0.08549424717475884,0.0,0.0,45.5,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.43775145495711887,-0.38193743367338273,0.0,0.0,23.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.1654027666540026,-0.4789986705430935,0.0,0.0,32.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.2367000477534117,-0.4803527465175517,0.1,0.0,26.0,0.0,0
1.0,0.0,2.0,7.0,1.0,-1.5770427624447927,-0.03242135410806975,0.6000000000000001,0.9999999999999999,6.0,0.0,0
0.0,1.0,0.0,1.0,2.0,-0.3707343192225498,4.1033589051786485,0.1,0.16666666666666666,24.0,0.0,0
0.0,1.0,2.0,1.0,4.0,1.0366255312034003,-0.1227887125729728,0.0,0.0,45.0,0.0,0
0.0,1.0,0.0,7.0,2.0,-0.03564864054970454,-0.10039673304054772,0.1,0.0,29.0,0.0,0
0.0,1.0,2.0,7.0,2.0,,-0.47955713125572313,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,2.0,2.0,,0.04838332092139389,0.0,0.0,29.531933216168714,1.0,1
1.0,0.0,2.0,7.0,3.0,0.8355741239996931,-0.38193743367338273,0.0,0.0,42.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.4334713095922788,-0.16868959306308234,0.20000000000000004,0.33333333333333337,36.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.23241990238857166,-0.39580332465477003,0.0,0.0,33.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.8398542693645331,-0.49565304001425486,0.1,0.0,17.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.03564864054970454,-0.44887621772145914,0.0,0.0,29.0,0.0,1
1.0,0.0,2.0,7.0,3.0,1.3717112098762456,-0.13330766435195623,0.1,0.16666666666666666,50.0,0.0,1
1.0,0.0,2.0,2.0,3.0,0.3664541738577098,1.0907158153842973,0.1,0.16666666666666666,35.0,0.0,1
1.0,0.0,0.0,2.0,1.0,0.5675055810614169,3.720931894301927,0.0,0.5,38.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.2994370381231407,-0.38193743367338273,0.0,0.16666666666666666,34.0,0.0,0
1.0,0.0,2.0,1.0,3.0,-0.8398542693645331,0.4595787086452916,0.1,0.16666666666666666,17.0,0.0,1
1.0,0.0,2.0,7.0,1.0,-1.2419570837719474,-0.03242135410806975,0.6000000000000001,0.9999999999999999,11.0,0.0,0
0.0,1.0,2.0,7.0,2.0,2.108899702956505,-0.5112727271377017,0.0,0.0,61.0,0.0,0
1.0,0.0,2.0,7.0,1.0,0.031368495184864516,-0.46489371247582023,0.0,0.0,30.0,0.0,0
1.0,0.0,2.0,7.0,1.0,-1.5100256267102237,-0.1285263226342365,0.20000000000000004,0.33333333333333337,7.0,0.0,1
1.0,0.0,2.0,7.0,3.0,2.2429339744256436,-0.44720274812025723,0.0,0.0,63.0,0.0,1
0.0,1.0,0.0,7.0,2.0,-0.638802862160826,-0.4923061008118511,0.0,0.0,20.0,0.0,1
1.0,0.0,0.0,7.0,3.0,,-0.20295651288563615,0.20000000000000004,0.16666666666666666,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,-0.03564864054970454,-0.4491956113482028,0.0,0.0,29.0,0.0,0
0.0,1.0,2.0,1.0,2.0,0.4334713095922788,1.6644768215106662,0.30000000000000004,0.5,36.0,0.0,1
0.0,1.0,0.0,7.0,2.0,,-0.35404691116557996,0.0,0.16666666666666666,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,1.3717112098762456,-0.4766079996842336,0.0,0.0,50.0,0.0,0
0.0,1.0,0.0,2.0,2.0,-0.16968291201884264,3.4144478901960915,0.20000000000000004,0.0,27.0,0.0,0
0.0,1.0,2.0,7.0,2.0,0.031368495184864516,-0.49190829318093676,0.0,0.0,30.0,0.0,0
1.0,0.0,1.0,2.0,1.0,0.23241990238857166,1.0907158153842973,0.1,0.16666666666666666,33.0,0.0,1
0.0,1.0,1.0,7.0,2.0,,-0.48282374391726923,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,7.0,1.0,,-0.143507222504196,0.4,0.5,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,0.0,-1.845111305383069,-0.22750009619103514,0.4,0.5,2.0,0.0,0
1.0,0.0,2.0,7.0,1.0,-0.30371718348798077,-0.0568061968684404,0.20000000000000004,0.0,25.0,0.0,1
0.0,1.0,0.0,7.0,2.0,1.4387283456108146,0.5433325152462447,0.1,0.0,51.0,0.0,0
1.0,0.0,2.0,7.0,3.0,-0.30371718348798077,-0.13330766435195623,0.1,0.16666666666666666,25.0,0.0,1
0.0,1.0,2.0,7.0,2.0,,-0.49190829318093676,0.0,0.0,29.531933216168714,1.0,0
0.0,1.0,2.0,7.0,2.0,,-0.47955713125572313,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,7.0,1.0,-0.3707343192225498,-0.38193743367338273,0.0,0.0,24.0,0.0,0
0.0,1.0,2.0,7.0,2.0,-0.7728371336299641,-0.24399572511716827,0.20000000000000004,0.16666666666666666,18.0,0.0,0
0.0,1.0,2.0,2.0,2.0,,-0.04724351343300092,0.0,0.0,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,-0.30371718348798077,-0.4957333665551126,0.0,0.0,25.0,0.0,0
1.0,0.0,2.0,7.0,3.0,-0.3707343192225498,-0.3532493833670643,0.20000000000000004,0.16666666666666666,24.0,0.0,1
0.0,1.0,2.0,7.0,2.0,-0.5047685906916879,-0.48672914383230276,0.0,0.0,22.0,0.0,0
0.0,1.0,2.0,2.0,0.0,-1.9174898119764034,2.267882146286898,0.30000000000000004,0.5,0.92,0.0,1
1.0,0.0,2.0,7.0,3.0,-0.3707343192225498,-0.13330766435195623,0.1,0.16666666666666666,24.0,0.0,1
1.0,0.0,2.0,7.0,1.0,-0.2367000477534117,-0.4789986705430935,0.0,0.0,26.0,0.0,1
0.0,1.0,2.0,7.0,2.0,0.2994370381231407,-0.22893449870635105,0.1,0.0,34.0,0.0,0
1.0,0.0,0.0,1.0,1.0,-0.5717857264262569,4.387450929752059,0.4,0.16666666666666666,21.0,0.0,1
0.0,1.0,1.0,7.0,2.0,,-0.4823456097454973,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,0.0,7.0,3.0,,-0.4923061008118511,0.0,0.0,29.531933216168714,1.0,1
0.0,1.0,2.0,7.0,2.0,,-0.46489371247582023,0.0,0.0,29.531933216168714,1.0,0
1.0,0.0,2.0,7.0,1.0,-0.5047685906916879,-0.48186747557372533,0.0,0.0,22.0,0.0,1
